age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost,Potential_Monthly_Savings,Adoption_Sort_Order
32,103229,Bachelor,Suburban,5,27.9,SUV,7.3,-23,1.9,9.6,1,0.27,7.3,5.3,9.4,4.2,3.2,6.8,0,High,22.8,6.3,-29.3,3
51,71121,Master,Rural,46.1,262.2,SUV,2.4,378.5,3.5,10.9,0,0.26,6.8,6.5,7.4,3.9,9.6,8.4,0,Medium,261.8,68.3,310.2,2
26,30022,Bachelor,Suburban,43.8,291.5,Hatchback,2.5,372.1,3.2,4.3,0,0.32,2.2,5.5,5.3,9.7,6.1,3.6,0,Low,273,86.8,285.3,1
23,21952,Bachelor,Urban,52.9,352.3,Hatchback,6.8,476.8,4.5,5.1,1,0.34,3.6,8.9,3.5,9.8,6.9,3.1,0,Low,361,121.5,355.3,1
49,43676,High School,Suburban,52.6,403.9,Truck,5.2,395.9,4.7,12.8,1,0.33,4.9,3.7,6.9,5.2,3.2,6.8,0,Medium,384.6,126.4,269.5,2
33,40404,Bachelor,Rural,44.6,312.2,Hatchback,5.9,320.5,5.3,10.1,1,0.25,6.8,6.8,9.7,4.4,3.4,,1,High,274.3,68.4,252.1,3
69,61256,Bachelor,Suburban,26.8,139.3,Hatchback,4.1,133.7,5.1,9.2,0,0.3,5.4,4.3,6.8,4.7,1.7,7.5,0,Medium,107.5,32.3,101.39999999999999,2
27,115192,Bachelor,Urban,28.8,226,Sedan,2.4,243.1,3.5,3.7,1,0.12,9.8,6.5,6.6,3.8,3.9,9.2,0,High,175.6,21.7,221.4,3
24,43063,Bachelor,Rural,25.3,158.8,Sedan,5.6,195.7,1.5,8.9,1,0.21,8.5,5.3,8.7,5.1,1.7,7.1,0,High,135.3,29,166.7,3
28,50754,Bachelor,Urban,54.1,286.4,Sedan,4.5,410,4.6,4.5,0,0.3,6.1,4.4,8.2,5.6,4.9,6.7,0,Medium,185.6,55.7,354.3,2
30,96221,Bachelor,Urban,40.4,266.9,Hatchback,7.3,417,9.4,5.5,1,0.16,8.5,5.4,8.4,5.5,7.5,8.2,1,High,254.9,39.7,377.3,3
68,69022,Bachelor,Urban,33.2,206.5,Hatchback,6.1,314.6,5.4,0.5,1,0.12,8.2,5.1,8.8,4.7,1,10,0,High,160.7,19.9,294.70000000000005,3
34,24542,Bachelor,Urban,15.9,88.3,Sedan,10.8,142.6,,9.5,1,0.33,9.9,8.1,8.2,3.6,2,8.5,0,High,78.9,26.3,116.3,3
40,17528,Bachelor,Urban,49.7,254.8,Hatchback,12.5,438,7,3.9,1,0.13,5.8,5.3,4.6,6.9,3,5.2,0,Medium,225.5,28.8,409.2,2
62,20405,High School,Urban,45.7,317.1,SUV,5.2,363.6,7.4,0.5,1,0.19,8.8,6.7,8.3,5,5.4,,1,High,292.1,56.4,307.20000000000005,3
39,41169,Bachelor,Rural,31.3,235.3,SUV,5.7,318.1,2.1,19.1,1,0.31,7.4,5.7,5.4,4.1,3.9,4.5,0,Medium,188.2,57.9,260.20000000000005,2
67,36371,Bachelor,Urban,29.1,174.8,Sedan,6.6,262.1,8,0.5,0,0.14,5.2,5.5,5.1,6.9,5.6,7.8,0,High,119,17.2,244.90000000000003,3
66,61609,Master,Suburban,27.9,169.6,Truck,6.6,200,4.9,9.6,0,0.18,6.1,7.5,8.7,4.2,5.3,7.2,0,Medium,160.8,29.2,170.8,2
25,17553,High School,Urban,33.5,214.6,Hatchback,2.3,284.2,10,0.6,1,0.21,7.4,4.4,9.1,6,4,8.6,0,High,158.5,32.9,251.29999999999998,3
69,26157,Bachelor,Urban,53.8,377.6,Hatchback,10,446,10,0.5,0,0.2,4.8,9.1,6.9,6.6,5.6,6.4,1,High,301.3,59,387,3
36,88815,High School,Rural,28.9,218.5,Truck,9.2,233.1,6.5,16.6,0,0.26,6.5,4.9,8.2,6,2.5,8.5,0,High,166.1,43.3,189.8,3
65,33824,Master,Rural,34.1,206.3,Sedan,9.9,320.2,1.8,11.5,0,0.27,6.5,6.2,5.3,6.4,3.4,4.9,1,Low,137.6,37.2,283,1
34,19360,Bachelor,Urban,49.4,269.2,Sedan,8.7,405,10,0.5,0,0.11,6.3,3.4,6.8,7.9,5.1,5.5,0,Medium,177,19.9,385.1,2
39,86638,Bachelor,Suburban,75.8,460.3,Truck,10.9,629,5.3,10.6,1,0.31,6.2,4.4,9.3,5.7,2.2,6.1,0,High,309.9,96.7,532.3,3
68,31401,High School,Rural,38.1,251.1,Truck,4.4,334.8,4,16.1,1,0.2,9.2,7.6,7.8,4.1,4,10,0,High,232.8,47.2,287.6,3
68,38942,Master,Suburban,23.3,130.2,Hatchback,3.5,223.1,6.5,8.6,0,0.22,9.4,7,5.1,2.5,2.6,6.4,0,High,104.4,22.5,200.6,3
33,16230,Bachelor,Suburban,21.2,143.1,Hatchback,5.5,149.1,4.8,16.1,0,0.16,9.8,7.3,8,5.8,6.7,9.9,0,High,135.9,21.9,127.19999999999999,3
39,36243,Master,Urban,62.1,382.7,SUV,7.2,541.9,8.7,6,1,0.12,7.3,4.3,8.7,3.8,6.3,7.5,0,High,311,36,505.9,3
42,55564,Bachelor,Urban,63.8,472.3,SUV,5.8,530.8,5,4.2,0,0.14,9,6.5,7,3.5,7.5,7.1,0,High,368.5,50.9,479.9,3
53,35581,Bachelor,Rural,36.1,204.8,Truck,5.4,318,2.7,2,1,0.1,6.7,8.8,4,7.8,6.5,4.6,0,Low,163.3,15.7,302.3,1
64,21579,Bachelor,Suburban,34.1,206,Sedan,5.4,312,5.2,12.7,0,0.16,4.1,3.6,5.5,7.1,1,5.2,0,Low,207.5,32.7,279.3,1
22,71203,High School,Urban,30.9,237.5,Truck,5.8,268.2,6.7,3.1,1,0.32,9.6,4.9,7.3,3.5,5.4,8.4,0,High,209.1,67.1,201.1,3
45,19235,Master,Urban,61.9,435.8,SUV,3.8,574.6,9.3,5.9,0,0.27,2.1,6.5,5.5,6.9,7.5,5.3,0,Low,408,111.3,463.3,1
49,58103,High School,Urban,53.3,312.7,Sedan,1.2,496.1,7.1,14.2,1,0.25,8.4,3.7,8.8,4,7.3,9,1,High,224,56.5,439.6,3
36,63617,Master,Rural,43,338.4,SUV,6.4,440.4,5.4,12.6,1,0.11,7.5,4.5,7,5.6,4.1,7.8,0,High,318.7,36.6,403.79999999999995,3
64,44943,High School,Urban,27,210,Hatchback,8.9,298,8.6,5,1,0.17,8.6,8,6.1,4.9,5.1,8.6,0,High,158.7,27.6,270.4,3
26,66891,Master,Urban,36.5,258.2,Hatchback,10.1,257.9,6.3,0.5,1,0.11,9,7,7.2,2.8,5,7.5,0,High,210.8,22.7,235.2,3
63,72519,Master,Rural,33.7,231.8,Hatchback,6.3,320.1,5,5.9,1,0.14,6.9,7.1,9,2.1,3.5,7.9,0,High,221.4,31.1,289,3
56,39838,Master,Urban,37.6,212.1,SUV,4.8,335.8,7.2,5.6,1,0.31,8,6.1,9.3,3.7,1,8.8,0,High,149.9,46.1,289.7,3
54,50549,High School,Rural,26.1,205.1,Sedan,2,242.6,7.3,12.5,1,0.31,9.3,9,5.9,4.4,5.4,7.8,0,High,146.4,45,197.6,3
68,56655,Bachelor,Suburban,13.3,105.9,Truck,10.5,64.8,2.9,5.4,0,0.25,5.2,7.4,5.8,6.2,10,5.2,1,Low,94,23.7,41.099999999999994,1
53,29711,High School,Urban,28.9,220.9,Sedan,3.7,205,6.5,2.9,1,0.09,5.6,5.6,6,6.2,6.6,5.3,0,High,158.7,14.8,190.2,3
30,47538,Bachelor,Urban,26.5,200.6,SUV,0,221.1,8.3,3.9,1,0.09,4.1,4.2,6.9,5.9,5.6,8.2,0,Medium,125.9,11.3,209.79999999999998,2
42,39829,Master,Rural,26.6,150.2,SUV,5.7,234.5,3.9,7,0,0.22,7.6,6.2,7.6,2.4,4.9,8.8,1,High,105.2,23.1,211.4,3
37,52750,Master,Urban,30.8,223,Sedan,6.8,259.1,7,4.1,1,0.19,5,7.2,5.4,6.5,4.3,4.1,0,High,188.4,36.3,222.8,3
38,40695,Bachelor,Urban,36.3,211,Sedan,8.3,290.7,5.1,0.5,1,0.17,6.5,4.9,5.2,7.1,7.5,5.8,0,Medium,202.5,34.7,256,2
48,13158,PhD,Suburban,40,201.2,SUV,9.3,361.2,6.2,12.5,0,0.23,6.2,4,5,9.1,4.6,4.8,0,Low,156.7,35.5,325.7,1
68,19461,Master,Urban,19.2,106.5,Sedan,5.7,217.6,7.2,3.1,0,0.26,5.4,7.2,8.7,4.7,5.2,5.6,1,High,96.6,25.5,192.1,3
55,31559,Bachelor,Urban,22.8,126.9,Hatchback,2.9,202,8.6,10.8,1,0.2,9,4.3,7.9,3.7,4.2,7.7,0,High,105,20.8,181.2,3
21,30571,Bachelor,Urban,30.1,213.1,Hatchback,4.8,244.8,9.3,0.5,0,0.23,6.1,4.6,8.7,2.8,6.3,8.2,0,High,142.7,33.5,211.3,3
58,46093,High School,Rural,31.2,181.3,SUV,1.7,247.8,3.3,5.4,1,0.29,7.1,7,6.3,6.6,5,5.3,0,Medium,174.4,51.4,196.4,2
66,13568,PhD,Rural,26.5,155.4,Sedan,8.8,247.1,4,10.4,1,0.13,6.7,7.9,5.9,7.1,4.9,7.4,1,High,138.1,18.4,228.7,3
53,59610,Bachelor,Suburban,32.5,199.1,SUV,4.3,257.9,3.9,11.7,1,0.16,6.5,6,7.8,4.9,5.3,5.8,1,High,120.1,19,238.89999999999998,3
31,14293,Bachelor,Urban,30.5,236.1,Truck,8.9,287.1,9.5,2,1,0.14,4.9,5.6,4.2,5.4,5.7,4.7,1,High,177.8,25.2,261.90000000000003,3
40,19531,Bachelor,Rural,12.7,83.6,SUV,9.9,175,1.9,12.4,0,0.17,4.3,6,4.7,8.6,2,5.8,0,Low,69.9,11.5,163.5,1
48,73349,PhD,Urban,12.1,61.9,SUV,6.3,111.5,7.2,3.2,1,0.11,9.5,4.8,7.4,4.2,5.7,9,0,High,52,5.8,105.7,3
23,25110,High School,Rural,31,229.1,Hatchback,10,280.5,5.7,8.8,1,0.1,3.9,5.2,6,8.6,5.8,5.1,0,Low,221.9,21.2,259.3,1
23,41199,Bachelor,Urban,63.5,465,Sedan,0.7,509.6,6.5,2.2,1,0.12,8.8,3.2,8.1,2.1,3.7,10,1,High,351.8,43.7,465.90000000000003,3
49,32653,Bachelor,Urban,40.6,232.7,Truck,0,340.8,6.1,7.5,1,0.2,4.9,3,6.4,4.7,6.7,5.7,0,Medium,180.1,35.5,305.3,2
22,48582,Bachelor,Suburban,38.1,275.4,Sedan,9.5,285.6,7.9,7.4,1,0.2,8.8,7.5,8.5,2.1,4.8,7.5,0,High,246,50.3,235.3,3
37,73929,PhD,Suburban,61.3,322.1,Sedan,11.6,537.8,3.8,15.8,1,0.13,6.8,6.5,9.4,5.1,6.4,8.2,0,High,267.9,33.8,503.99999999999994,3
38,36794,High School,Suburban,21.7,119,Sedan,8.2,187.7,8.5,7.8,0,0.16,4.7,6.4,2.7,9.8,5.9,5.2,0,Low,105.8,17,170.7,1
28,36849,High School,Rural,27.4,140,Hatchback,8.7,250.6,8,8.7,1,0.27,7,9.7,9.3,5.2,1.4,7.5,0,High,139.9,37.7,212.89999999999998,3
47,25106,Master,Urban,51,382.8,Sedan,8.7,432.7,7.5,2.9,1,0.32,3.1,3.3,2.8,9.6,5.1,3.3,0,Low,356.8,114.2,318.5,1
63,114593,High School,Suburban,38.5,220.5,Sedan,10.8,296.1,2.8,12.7,0,0.1,6.4,2.6,9.6,3.8,6.5,8.6,0,High,143.3,13.7,282.40000000000003,3
60,57646,Master,Suburban,74,400.3,Hatchback,7.8,618.7,9.2,5.5,0,0.31,4.9,4.9,6.9,4.4,5.2,5.9,0,High,289.8,88.6,530.1,3
46,30004,Bachelor,Urban,30.5,220.4,Hatchback,5.1,231.6,4.5,0.5,0,0.27,6.6,7.2,6.7,4.6,1,5,0,High,187.8,51.4,180.2,3
21,33096,Bachelor,Urban,36.6,251.7,Hatchback,4.7,364.9,8.1,6.3,1,0.28,6.6,6.9,5.2,5.9,2.8,6.5,0,High,217.6,60.2,304.7,3
29,28672,Master,Rural,32.7,248.8,Sedan,8.6,241.9,2.5,10.8,1,0.33,5.7,3.9,6.5,7.2,3.9,5.5,0,Low,222.9,73.2,168.7,1
38,25613,Bachelor,Urban,56.2,416.2,SUV,1.2,522.5,4.9,1.8,1,0.28,4.1,6.5,5.6,8.5,8,5.5,0,Low,426.7,120.9,401.6,1
64,145393,High School,Rural,35.1,227.6,Sedan,6.2,339.9,8.2,9.7,0,0.24,7.8,4.8,9.8,4.5,4.9,8.5,1,High,181.2,43.8,296.09999999999997,3
51,22043,High School,Urban,19.8,140.9,SUV,2.3,115.8,7.1,0.5,0,0.27,3.7,7.1,3.7,8.6,6.1,5,0,Low,91.9,24.4,91.4,1
45,27493,High School,Urban,37.8,298.8,Sedan,4.5,319.1,3.6,2.7,1,0.32,3.7,4.3,7,5.7,4.5,5.6,0,Low,246.5,77.8,241.3,1
63,31286,PhD,Urban,32.2,224.8,Sedan,8,218.4,6.7,3,0,0.15,8.4,6.3,8.3,3.1,4.3,7.8,0,High,139.6,20.7,197.70000000000002,3
38,49195,High School,Urban,49.4,340.8,Hatchback,7.9,449,8.2,2.2,1,0.19,8.7,10,8.6,4.5,7.5,,1,High,308.1,59.2,389.8,3
47,84633,High School,Urban,27.6,219.3,Truck,9.5,169.8,7.9,0.5,1,0.2,8.3,4.7,5.1,3.7,2.7,9.4,1,High,193.2,39.3,130.5,3
39,32732,Bachelor,Suburban,14.8,85.2,SUV,3.1,148.6,3.4,9.6,0,0.21,8.4,4,8.7,2.8,2.7,7.3,1,High,68.4,14.3,134.29999999999998,3
46,36576,Master,Urban,37.2,260.9,SUV,9.4,337.5,6,1.8,1,0.3,6.5,6.2,5.6,9.8,3.8,5.3,0,Medium,248,73.2,264.3,2
55,40399,High School,Rural,31.7,179.8,Sedan,0,251,5.6,11.6,1,0.13,7.1,5.5,3.8,6.6,4.7,5.9,0,Medium,140.2,17.6,233.4,2
26,20682,PhD,Rural,48.4,356.7,Hatchback,8.2,412.3,3.6,9.4,1,0.12,5.2,6.3,4,5.6,4,5.8,0,Medium,310.2,37.7,374.6,2
52,53884,High School,Urban,61.5,314.1,Hatchback,6.5,440.5,4,0.5,1,0.32,8.1,5.5,8.4,4.5,3.5,7.4,1,High,192.9,61.9,378.6,3
30,17548,Bachelor,Rural,63.5,440.5,Sedan,10.7,508.5,3.9,7.2,1,0.12,6.2,6,5.3,6.1,7.3,6,0,Medium,326.3,38.2,470.3,2
32,22426,High School,Rural,32.8,244.1,Sedan,6.9,301.5,3.4,7.3,1,0.3,9.5,5.9,7.9,2,7,7.2,0,High,184.1,54.4,247.1,3
41,17560,Bachelor,Urban,22.4,171.6,Hatchback,5.8,166.9,8.4,9.4,0,0.19,6.2,6.2,3.3,5.2,3.1,5.4,1,Medium,150.2,28.4,138.5,2
41,16265,Master,Suburban,54.4,359.6,Sedan,4.6,470.6,4.3,8.5,0,0.35,5.5,6.1,7,9,4.8,7.2,0,Medium,354.9,122.6,348,2
39,66910,Bachelor,Suburban,18.9,125.4,Sedan,11.2,190.2,5.6,3.7,1,0.23,9.3,5.9,7.3,2.8,4.3,10,0,High,123.8,28.9,161.29999999999998,3
62,69995,Master,Urban,41,267.3,SUV,12.5,332.8,7.3,1.9,1,0.09,5.6,3.4,8.1,3.1,3.3,6.9,0,High,249.7,21.6,311.2,3
29,34436,Bachelor,Urban,35.6,248.7,Sedan,5.5,362.6,8.5,6.3,1,0.32,4.9,8,3,6.8,5.1,5.8,0,Medium,183.2,58.6,304,2
49,35612,High School,Urban,36.9,271.8,Truck,9.1,266,8,0.5,0,0.08,3.6,7,6.6,9.5,2,5.2,0,Medium,275.3,22.5,243.5,2
26,71403,High School,Urban,37.3,189.2,SUV,0.7,312,3.9,0.5,1,0.15,8.4,3.4,5.6,3.5,1,5.8,0,High,124,19,293,3
22,91117,Master,Urban,36.1,199.2,SUV,2.9,314.2,6.8,3.9,1,0.12,8.2,6.6,9.2,2.2,2.7,9.4,0,High,137.5,16.1,298.09999999999997,3
23,106479,Master,Urban,25.1,149.4,SUV,7.7,242.7,7,5.3,1,0.21,8.9,6,8.9,4.4,4.4,8.8,0,High,137.6,28.3,214.39999999999998,3
65,80035,Bachelor,Suburban,58.5,411.9,SUV,11.5,484.1,5.3,12.6,1,0.27,6.9,5.2,9.5,4.3,6.3,8.6,0,High,276.4,74,410.1,3
34,52531,Bachelor,Rural,39,203.4,Sedan,1.5,399.9,4.3,4.6,1,0.11,7.7,6,6.2,7,4.6,6.6,0,Medium,123.3,13.3,386.59999999999997,2
58,22939,Master,Rural,43.8,288.8,Sedan,7.2,322.3,6.4,12.9,0,0.22,5.8,5.4,6.6,7.6,6.8,5,1,Medium,277.3,61.2,261.1,2
52,25268,Bachelor,Rural,53.7,281.1,Sedan,4.5,428.3,7.7,17.4,1,0.14,7.3,4.8,5.5,8.7,5.3,5.9,0,Medium,264.5,36.8,391.5,2
52,20837,Bachelor,Urban,45.4,290.5,SUV,9.9,345.4,6.4,4.2,1,0.14,6.4,3.7,5.8,5.5,4.5,7.5,0,Medium,284.5,40.1,305.29999999999995,2
56,41253,Master,Suburban,34.7,198.4,SUV,7.1,262.9,5.2,12.5,1,0.28,6.1,7.8,8.6,5.9,3.2,8.8,1,High,185.9,51.8,211.09999999999997,3
46,13143,Bachelor,Suburban,38.3,260.8,Sedan,7.1,346.6,6.6,7.2,1,0.11,5.1,6.5,5.6,6.8,7.3,6.2,1,Medium,246.3,27.2,319.40000000000003,2
61,23915,Master,Urban,42.3,295.1,Hatchback,5.4,362.9,7.1,7.8,1,0.15,6.3,5.6,5.5,6.7,7.5,6.5,0,Medium,257.1,38.9,324,2
50,23477,High School,Urban,7,46.1,SUV,4.3,33.3,6.9,0.5,0,0.19,7.2,4.8,5.3,4.3,4.6,5.2,0,Medium,35.3,6.8,26.499999999999996,2
55,29819,High School,Urban,54.7,291.5,Hatchback,2.4,359,3.1,0.5,1,0.35,8.7,9.5,8.5,2.2,1,8.5,0,High,182.2,63,296,3
29,23786,High School,Urban,33.8,259.7,SUV,3.7,345.9,9.4,3.7,1,0.29,5.3,5.7,5.4,4.8,4.2,4.9,0,Medium,193.8,56.1,289.79999999999995,2
38,13348,Bachelor,Urban,38.8,246.5,Hatchback,6.5,331.7,9.5,2.1,1,0.18,7.3,5,4.5,5,6.8,5.9,0,Medium,157,27.9,303.8,2
66,39857,Master,Urban,68.3,368.4,Hatchback,6,557.7,4.9,0.5,1,0.22,4.6,7.8,6.7,4.6,7.8,6.4,0,Medium,287.4,64.2,493.50000000000006,2
35,37620,High School,Urban,29.5,216,Sedan,9.3,235.3,8.2,3.1,1,0.22,3.5,7.3,3.9,6.8,6.4,4.1,0,Medium,216.8,46.9,188.4,2
30,21443,High School,Urban,50.4,325,Sedan,5.9,496.7,3.6,1.6,1,0.29,4.6,5.7,5.3,7.6,5.2,5.6,0,Medium,218.9,63.7,433,2
58,23027,Master,Suburban,49.8,331.6,SUV,5.9,447.3,3.4,7.4,1,0.19,8.3,1.9,5.7,2.3,7.2,7.1,0,High,332.7,63.5,383.8,3
61,66674,Master,Suburban,5,38.6,Truck,6,72.8,7.2,7.8,1,0.22,7.6,7.6,8.9,4.8,3.4,8,0,High,23.9,5.3,67.5,3
33,18378,Master,Suburban,42,300.7,Sedan,2.9,348.8,6,20.5,1,0.33,6.1,5.9,4.8,4.1,3.9,6.5,1,High,244.6,79.5,269.3,3
39,21239,Bachelor,Rural,36.5,224.9,Hatchback,0,347.4,5.4,11.6,0,0.21,4.9,5.3,6.8,5.8,5,5,0,Medium,149.4,31.7,315.7,2
53,11882,Bachelor,Rural,50.2,342.6,SUV,9.2,371.5,4.8,19.6,1,0.09,5,7.9,5,6.6,3.2,4.2,1,Medium,238.1,22,349.5,2
41,54309,Master,Suburban,61.8,356.4,SUV,5.6,548.3,5.4,14.6,1,0.08,5.1,10,9.2,5.6,4.2,6.8,0,High,304.4,25.1,523.1999999999999,3
63,36926,Bachelor,Suburban,15.8,81.2,Sedan,5.4,117.9,1,14.2,0,0.21,7.6,1.8,7.4,3.7,3.5,7.9,1,Medium,82.6,17,100.9,2
34,23560,,Rural,34.4,191.5,Sedan,0,240.6,6.3,11.7,0,0.08,6.5,9.5,8.8,4.5,5,7.4,0,High,167.6,13.6,227,3
69,22282,High School,Suburban,49.9,251.4,SUV,4.7,415.3,,11.8,1,0.08,7.5,8.8,6.9,6.1,7.7,7,0,High,191.5,15.4,399.90000000000003,3
49,25469,Master,Urban,54,392.8,SUV,7.2,424.1,9.7,3.2,0,0.12,3.7,4.5,4.7,7.2,1.4,4.7,0,Low,364,42.6,381.5,1
32,53199,Master,Rural,18.3,133.3,SUV,8.1,162.6,5.9,16.3,0,0.31,9.9,4.5,5.2,2.2,3.6,9.1,0,High,105.6,32.6,130,3
22,30824,Master,Suburban,23,135.6,Hatchback,10.1,216.2,6,9.8,0,0.17,5.4,8.1,4.4,6.4,3.5,5.9,0,Medium,104.9,17.7,198.5,2
28,13928,Bachelor,Rural,20.1,144.8,Hatchback,11.2,183.9,5.5,14,1,0.25,8,2.4,5.3,7.8,4.7,9.3,0,Medium,119.7,29.9,154,2
23,25606,Bachelor,Urban,57.5,368.8,Sedan,12.2,500.6,7.5,5.7,0,0.29,4.3,9.2,4.6,6.2,4.1,5.8,1,High,378.6,108.5,392.1,3
53,46073,Bachelor,Rural,52.7,400.7,Hatchback,5.9,400.8,4.9,9,1,0.2,7.7,5.8,6.4,6.2,4.9,6.9,0,Medium,339.2,67.3,333.5,2
46,66499,Bachelor,Urban,52,393.2,Sedan,7.6,501.7,6.8,4.7,1,0.08,6.4,5.4,9.7,5,5.5,8.5,1,High,351.2,29.2,472.5,3
62,27070,Master,Suburban,18.8,98.4,Sedan,7.9,117.1,5.7,10,0,0.14,4.3,4.6,2.6,8.8,1.5,2.9,0,Low,61,8.3,108.8,1
42,14105,High School,Rural,36.8,198.4,SUV,5.7,346.2,6.4,1.4,0,0.14,5.7,6.5,5,10,4.2,6.4,0,Medium,150.9,20.7,325.5,2
23,44971,Master,Urban,34.9,188.2,Hatchback,4.1,244.5,7.1,1.6,0,0.26,8.7,5.5,6.7,3.4,6.8,6.7,1,High,117.4,30,214.5,3
60,47741,Bachelor,Suburban,67.9,483.5,Sedan,2.7,571.9,5.2,12.6,0,0.33,7.1,6.4,9.7,4.5,4.4,6.8,0,High,418.7,140.2,431.7,3
28,120551,Bachelor,Suburban,35.2,246.1,Truck,7.7,330.9,8.2,7.8,1,0.17,7,8.1,10,5.7,5.1,9.4,0,High,154.8,25.9,305,3
34,26585,Master,Urban,40.3,230.2,Sedan,5.9,393.2,5.6,1.4,1,0.1,7.5,5.7,4.2,7.4,3.6,6.3,0,Medium,156,15.4,377.8,2
64,44640,Bachelor,Urban,30.3,191.4,Sedan,4.4,213.3,6.5,5.8,0,0.33,6.7,3.9,5.3,5.3,7.4,5.8,0,Low,194.6,65.1,148.20000000000002,1
59,43938,Bachelor,Suburban,22.8,162.9,SUV,7.6,205.9,4.6,19.4,1,0.18,9.9,4.2,8.3,2.2,5.1,8.5,0,High,162.7,28.6,177.3,3
56,42809,Bachelor,Urban,18,140.1,Hatchback,8.4,172,8,6.2,0,0.1,8,3.5,6.5,3.4,1.8,7.2,1,High,117.5,11.2,160.8,3
57,34929,Bachelor,Suburban,53.9,408.1,SUV,1.6,468.4,2.9,11.3,0,0.2,7.5,7,8.5,5.9,4.1,7.8,1,High,275.4,56,412.4,3
68,50433,Master,Urban,27.3,176.9,SUV,6.2,280.7,5.4,2.1,1,0.14,8.3,7.1,6.7,3.1,7.7,6.5,1,High,139.9,19.2,261.5,3
40,37295,Bachelor,Suburban,14.9,82.5,Sedan,8.7,175,2.2,9.1,1,0.29,7.6,5.8,10,2.9,5.1,10,0,High,50.9,14.8,160.2,3
43,25896,Bachelor,Suburban,23.4,135,Sedan,9.9,123.9,3.7,13.3,0,0.31,8.4,5,5.5,3,3.1,6.7,0,High,124.3,38.1,85.80000000000001,3
56,107440,Master,Urban,32.2,217.4,Hatchback,5.8,278.6,5.6,3.3,1,0.1,8.5,5.2,8.2,3.4,2.8,8.3,0,High,178.3,18.6,260,3
39,55257,Bachelor,Urban,41,257.7,Truck,5.4,385.5,3.5,4.7,0,0.1,6.9,6.6,7.6,2.6,7.7,6.3,0,Medium,239.2,23,362.5,2
53,27987,Master,Suburban,49.4,394.5,SUV,8.1,425.4,3.6,17.4,1,0.22,9.4,1.4,8.1,2.5,6.8,9,0,High,360.6,80.6,344.79999999999995,3
55,38209,Master,Rural,10,63,Hatchback,4.2,123.5,1,10.3,0,0.14,9.4,6.6,8.2,4.6,4,10,1,High,63,8.7,114.8,3
33,59505,High School,Suburban,54.4,310.5,Hatchback,5.4,490.4,3.9,12.8,1,0.1,4.8,6.4,5.5,5.6,4.4,4.9,0,Medium,264.8,27.3,463.09999999999997,2
49,31765,Bachelor,Urban,57.7,413.3,Sedan,6,471.5,5.8,0.5,1,0.14,6.5,5.6,8.2,5,5.8,8,1,High,390.8,55.1,416.4,3
47,41384,Bachelor,Rural,30.3,172,Sedan,6.2,281.8,7.6,11.5,0,0.3,8,10,9.3,2.6,4.8,9.6,1,High,167,50.1,231.70000000000002,3
68,34186,High School,Suburban,34.7,182.5,SUV,3.4,306.5,5.1,13.7,1,0.18,7.1,6,8.2,4.7,4.7,6.9,0,High,136.3,24.9,281.6,3
22,28003,Master,Urban,26.4,171.8,SUV,7.1,148.9,5.9,1.9,1,0.3,9.5,4.4,7,2.2,8,7.5,1,High,151.4,45.9,103,3
33,11083,Master,Urban,15.5,109,SUV,5.2,148.6,10,7.1,0,0.32,3.8,4.7,3.9,8.1,4.3,4.8,0,Low,102.9,33,115.6,1
27,25652,Master,Rural,25.8,132.9,Hatchback,4.7,225.2,6.2,10.8,1,0.22,4.5,5.6,6.7,6,6.9,6.3,0,Medium,82.7,18.4,206.79999999999998,2
34,27575,Bachelor,Urban,31,193,Sedan,3.8,243.7,6.5,0.5,1,0.11,7.1,4,4.9,8,3.5,6.9,0,Medium,187.3,19.7,224,2
67,54966,Bachelor,Urban,17.2,113.2,SUV,7.2,158.1,10,4.3,1,0.3,9.6,5.6,7.9,4,3,8.7,0,High,84.8,25.8,132.29999999999998,3
57,69329,High School,Urban,49.6,327.8,SUV,6.1,413.8,7,10.2,1,0.15,8.2,6.5,9.5,4.6,5.8,9.9,0,High,283.1,43.2,370.6,3
28,67930,Bachelor,Suburban,29.6,220.8,Sedan,3.8,253.8,1.6,10.3,0,0.23,9.6,10,7,4.5,2.5,9.1,0,High,137.4,32.2,221.60000000000002,3
43,31281,Bachelor,Rural,67.9,413.4,Sedan,2.8,613.5,4.3,10.9,0,0.33,7.6,4.8,6.4,6.7,3.7,8.7,0,High,268,89.3,524.2,3
44,45719,High School,Suburban,30.1,194.2,Hatchback,4.5,259.3,1,8.8,1,0.09,4.8,7.1,2.4,7.3,4.4,4.7,1,Medium,179.3,15.3,244,2
28,28448,Bachelor,Suburban,43,260.9,Hatchback,11.6,378.1,5.8,8.8,1,0.19,5.3,3.6,4.2,6.5,3.4,1.7,1,Low,258.4,48.1,330,1
51,90964,High School,Suburban,40.8,278.2,Sedan,6.3,356.1,4.3,11.6,0,0.35,7,4.7,9.9,3,5.7,8.8,1,High,205.3,71.6,284.5,3
